Última atualização: 18/01/2021;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Altitude;Operação;Designação;Comprimento;Largura;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link Portaria
SNFH;RO0022;Usina César Filho;CHUPINGUAIA;Rondônia;"061°10'35,7""O";"12°15'42,8""S";300;VFR Diurna;1/19;767;22;5700Kg / ,5 MPa;Cascalho;08/10/2030;PA2020-2436;https://pergamum.anac.gov.br/arquivos/PA2020-2436
SWLH;MA0051;Fazenda Nova Holanda;BALSAS;Maranhão;"046°21'32,0""O";"08°48'25,0""S";505;VFR Diurna;9/27;1050;18;5700Kg / ,5 MPa;Terra;10/10/2023;PA2013-2643;https://pergamum.anac.gov.br/arquivos/PA2013-2643
SDJS;RR0003;Andorinha;UIRAMUTÃ;Roraima;"060°14'30,0""O";"04°43'38,0""N";224;VFR Diurna;13/31;820;20;4000Kg / ,5 MPa;Terra;;;
SDZC;RR0027;Uxiu;MUCAJAÍ;Roraima;"062°40'08,0""O";"02°42'29,0""N";75;VFR Diurna;1/19;420;16;4000Kg / ,5 MPa;Terra;;;
SDDX;SP0090;Fazenda Paiquerê;POPULINA;São Paulo;"050°30'16,0""O";"19°53'03,0""S";430;VFR Diurna;8/26;1351;23;33/F/B/Y/T;Asfalto;09/03/2026;PA2016-0513;https://pergamum.anac.gov.br/arquivos/PA2016-0513
SNWF;MS0233;Fazenda Cachoeirinha;PONTA PORÃ;Mato Grosso do Sul;"055°13'54,0""O";"22°26'17,0""S";450;VFR Diurna;6/24;980;50;5000Kg / ,5 MPa;Grama;18/07/2023;PA2013-1844;https://pergamum.anac.gov.br/arquivos/PA2013-1844
SDWF;RR0022;SAPAN;PACARAIMA;Roraima;"060°44'23,0""O";"04°34'27,0""N";332;VFR Diurna;18/36;614;12;4000Kg / ,5 MPa;Terra;;;
SWVW;MG0205;Furnaspark Resort;FORMIGA;Minas Gerais;"045°36'17,0""O";"20°32'10,0""S";789;VFR Diurna;6/24;730;14;11/F/A/W/T;Asfalto;21/09/2022;PA2012-1879;https://pergamum.anac.gov.br/arquivos/PA2012-1879
SNHJ;SP0228;Usina de José Bonifácio;JOSÉ BONIFÁCIO;São Paulo;"049°54'55,0""O";"21°05'43,0""S";416;VFR Diurna;12/30;820;23;8/F/C/Y/U;Asfalto;24/09/2023;PA2013-2463;https://pergamum.anac.gov.br/arquivos/PA2013-2463
SIAQ;MT0078;Bom Futuro;CUIABÁ;Mato Grosso;"056°05'54,0""O";"15°30'23,0""S";229;VFR Noturna;17/35;1556,5;30;22/F/C/X/T;Asfalto;28/12/2021;PA2013-2300;https://pergamum.anac.gov.br/arquivos/PA2013-2300
SDLO;BA0074;Fazenda Pontal;CAIRU;Bahia;"038°56'20,0""O";"13°33'52,0""S";3;VFR Diurna;12/30;750;18;5700Kg / ,5 MPa;Concreto;;;
SDZW;MG0088;Jonis Pereco;BURITIZEIRO;Minas Gerais;"045°02'57,0""O";"17°35'30,0""S";549;VFR Diurna;12/30;800;25;3500Kg / ,5 MPa;Terra;16/12/2025;PA2015-3320;https://pergamum.anac.gov.br/arquivos/PA2015-3320
SIAU;MT0079;Fazenda Pirizal;VILA BELA DA SANTÍSSIMA TRINDADE;Mato Grosso;"059°45'19,0""O";"16°13'26,0""S";264;VFR Diurna;17/35;850;23;4000Kg / ,5 MPa;Cascalho;20/05/2023;PA2013-1275;https://pergamum.anac.gov.br/arquivos/PA2013-1275
SSTA;MS0333;Fazenda Santa Cecília II;CORUMBÁ;Mato Grosso do Sul;"056°05'58,0""O";"18°08'41,0""S";135;VFR Diurna;11/29;1000;18;5000Kg / ,5 MPa;Grama;19/11/2022;PA2012-2479;https://pergamum.anac.gov.br/arquivos/PA2012-2479
SWAR;MT0327;Fazenda Aruanã;RIBEIRÃO CASCALHEIRA;Mato Grosso;"051°35'16,0""O";"13°04'52,0""S";295;VFR Diurna;1/19;1200;30;5700Kg / ,5 MPa;Cascalho;09/08/2023;PA2013-2026;https://pergamum.anac.gov.br/arquivos/PA2013-2026
SWIM;GO0128;Fazenda Três Ranchos;MONTES CLAROS DE GOIÁS;Goiás;"051°40'25,1""O";"16°07'06,1""S";348;VFR Diurna;15/33;1100;20;5700Kg / ,5 MPa;Cascalho;09/09/2023;PA2013-2302;https://pergamum.anac.gov.br/arquivos/PA2013-2302
SJVA;MT0229;Fazenda Varnier;BRASNORTE;Mato Grosso;"057°24'04,0""O";"12°58'09,0""S";350;VFR Diurna;3/21;1000;20;5700Kg / ,5 MPa;Cascalho;23/10/2024;PA2014-2461;https://pergamum.anac.gov.br/arquivos/PA2014-2461
SIFD;MS0079;Fazenda Santa Marina II;CAMPO GRANDE;Mato Grosso do Sul;"053°51'53,1""O";"21°22'26,9""S";445;VFR Diurna;7/25;800;23;5600Kg / ,5 MPa;Grama;02/10/2025;PA2015-2607;https://pergamum.anac.gov.br/arquivos/PA2015-2607
SWNL;MS0387;Fazenda São Sebastião;RIBAS DO RIO PARDO;Mato Grosso do Sul;"054°03'06,0""O";"20°10'45,0""S";504;VFR Diurna;4/22;1200;20;5600Kg / ,5 MPa;Terra;23/02/2026;PA2016-0354;https://pergamum.anac.gov.br/arquivos/PA2016-0354
SJZQ;RS0080;Fazenda Bom Retiro;ITAQUI;Rio Grande do Sul;"056°11'34,0""O";"29°18'29,0""S";70;VFR Diurna;9/27;700;47;4800Kg / ,5 MPa;Grama;06/06/2022;PA2012-1112;https://pergamum.anac.gov.br/arquivos/PA2012-1112
SIQZ;PI0024;Fazenda Lagoa Serena;LAGOA ALEGRE;Piauí;"042°36'37,0""O";"04°36'05,0""S";147;VFR Diurna;10/28;1200;20;4000Kg / ,5 MPa;Cascalho;05/04/2022;PA2012-0619;https://pergamum.anac.gov.br/arquivos/PA2012-0619
SJSM;PR0060;Chácara Marcella;GOIOERÊ;Paraná;"053°00'34,0""O";"24°12'34,9""S";490;VFR Diurna;15/33;490;18;5700Kg / ,5 MPa;Grama;14/11/2026;PA2016-2911;https://pergamum.anac.gov.br/arquivos/PA2016-2911
SDAY;PA0032;Fazenda Santa Lucia;SANTA MARIA DAS BARREIRAS;Pará;"050°20'54,0""O";"08°55'19,0""S";217;VFR Diurna;13/31;900;20;5600Kg / ,5 MPa;Cascalho;14/05/2022;PA2012-0932;https://pergamum.anac.gov.br/arquivos/PA2012-0932
SSJQ;MT0293;Fazenda Floresta;RIBEIRÃO CASCALHEIRA;Mato Grosso;"051°52'27,0""O";"12°48'24,0""S";362;VFR Diurna;12/30;1200;23;5000Kg / ,5 MPa;Terra;06/11/2024;PA2016-1325;https://pergamum.anac.gov.br/arquivos/PA2016-1325
SBTV;BA0068;Terravista;PORTO SEGURO;Bahia;"039°06'29,0""O";"16°32'29,0""S";50;VFR Noturna;15/33;1500;30;23/F/A/X/T;Asfalto;16/04/2024;PA2014-0925;https://pergamum.anac.gov.br/arquivos/PA2014-0925
SDTO;SP0147;Fazenda Cataco;UBARANA;São Paulo;"049°47'41,3""O";"21°15'18,8""S";413;VFR Diurna;18/36;1200;20;8/F/B/Y/T;Asfalto;04/04/2023;PA2019-0095;https://pergamum.anac.gov.br/arquivos/PA2019-0095
SNMF;MG0157;Agropastoril Monte Alegre;MONTE BELO;Minas Gerais;"046°15'08,0""O";"21°21'21,0""S";861;VFR Diurna;3/21;797;23;3500Kg / ,5 MPa;Terra;;;
SJZG;TO0035;Fazenda São Geraldo;CASEARA;Tocantins;"049°43'06,4""O";"09°34'25,0""S";164;VFR Diurna;9/27;1100;25;5700Kg / ,5 MPa;Terra;;;
SSJZ;PR0082;Fazenda Três Unidos;TERRA ROXA;Paraná;"054°00'24,0""O";"24°03'06,0""S";305;VFR Diurna;3/21;860;40;5200Kg / ,5 MPa;Grama;13/11/2023;PA2013-2963;https://pergamum.anac.gov.br/arquivos/PA2013-2963
SSKN;SP0250;Takeo Noguchi;ARARAQUARA;São Paulo;"048°13'17,9""O";"21°43'57,6""S";688;VFR Diurna;3/21;400;20;5600Kg / ,5 MPa;Terra;;;
SNMD;PA0097;Mundico Coelho;ITAITUBA;Pará;"056°50'42""O";"06°50'10,0""S";143;VFR Diurna;15/33;700;20;5700Kg / ,5 MPa;Cascalho;;;
SSHQ;SP0247;Fazenda Sossego;ROSANA;São Paulo;"052°40'27,0""O";"22°21'06,0""S";363;VFR Diurna;2/20;4500;23;5600Kg / ,5 MPa;Terra;13/05/2025;PA2015-1110;https://pergamum.anac.gov.br/arquivos/PA2015-1110
SWOR;GO0140;Fazenda Colorado;BRITÂNIA;Goiás;"051°13'29,0""O";"15°27'12,0""S";280;VFR Diurna;3/21;900;32;4000Kg / ,5 MPa;Terra;28/12/2021;PA2014-1393;https://pergamum.anac.gov.br/arquivos/PA2014-1393
SSUA;MS0336;Fazenda Sonora Estância;SONORA;Mato Grosso do Sul;"054°46'10,0""O";"17°37'50,0""S";480;VFR Diurna;16/34;900;30;5700Kg / ,5 MPa;Terra;16/10/2022;PA2012-2156;https://pergamum.anac.gov.br/arquivos/PA2012-2156
SSTJ;SC0039;Walter Ewaldo Siegel;TROMBUDO CENTRAL;Santa Catarina;"049°49'14,0""O";"27°20'55,0""S";403;VFR Diurna;12/30;1000;23;3000Kg / ,5 MPa;Terra;05/12/2023;PA2013-3189;https://pergamum.anac.gov.br/arquivos/PA2013-3189
SJBB;TO0023;Fazenda Bacaba;CASEARA;Tocantins;"049°53'12,0""O";"09°31'30,0""S";195;VFR Diurna;10/28;1500;20;15/F/B/Y/U;Asfalto;06/05/2025;PA2016-0431;https://pergamum.anac.gov.br/arquivos/PA2016-0431
SJVV;TO0034;Fazenda Viviane;DUERÉ;Tocantins;"049°23'09,0""O";"11°24'43,0""S";224;VFR Diurna;11/29;800;20;4000Kg / ,5 MPa;Saibro;05/06/2025;PA2015-1332;https://pergamum.anac.gov.br/arquivos/PA2015-1332
SIVK;MS0135;Fazenda Ilha Verde;CORUMBÁ;Mato Grosso do Sul;"055°53'43,0""O";"17°17'17,0""S";128;VFR Diurna;9/27;850;18;5600Kg / ,5 MPa;Terra;22/05/2025;PA2015-1219;https://pergamum.anac.gov.br/arquivos/PA2015-1219
SWGT;GO0125;Fazenda Nova;JANDAIA;Goiás;"050°12'31,0""O";"17°10'20,0""S";582;VFR Diurna;1/19;1200;19;5700Kg / ,5 MPa;Terra;14/10/2024;PA2014-2398;https://pergamum.anac.gov.br/arquivos/PA2014-2398
SIML;MT0107;Fazenda Siriema;SANTO ANTÔNIO DO LEVERGER;Mato Grosso;"055°50'19,0""O";"15°50'53,0""S";154;VFR Diurna;16/34;700;18;5200Kg / ,5 MPa;Cascalho;16/12/2024;PA2014-2992;https://pergamum.anac.gov.br/arquivos/PA2014-2992
SDQM;BA0076;Fazenda Santo Antônio;BARREIRAS;Bahia;"045°59'29,0""O";"11°42'19,0""S";810;VFR Diurna;14/32;1500;25;5700Kg / ,5 MPa;Terra;12/02/2025;PA2015-0336;https://pergamum.anac.gov.br/arquivos/PA2015-0336
SNXI;MG0168;Alberto Ramos;CORDISBURGO;Minas Gerais;"044°19'40,0""O";"19°05'14,0""S";755;VFR Diurna;16/34;1400;30;5700Kg / ,6 MPa;Terra;02/07/2025;PA2015-1640;https://pergamum.anac.gov.br/arquivos/PA2015-1640
SWAV;GO0116;Fazenda Vale dos Sonhos;PALESTINA DE GOIÁS;Goiás;"051°26'44,0""O";"16°47'31,0""S";797;VFR Diurna;17/35;991;25;5000Kg / ,5 MPa;Cascalho;15/08/2023;PA2013-2054;https://pergamum.anac.gov.br/arquivos/PA2013-2054
SSTD;BA0164;Stracci;SÃO DESIDÉRIO;Bahia;"046°15'55,0""O";"12°40'51,0""S";913;VFR Diurna;17/35;1125;20;5700Kg / ,5 MPa;Terra;30/12/2024;PA2014-3161;https://pergamum.anac.gov.br/arquivos/PA2014-3161
SWQH;MT0381;Agropecuária Nova Santana;ARIPUANÃ;Mato Grosso;"060°32'52,0""O";"10°08'30,0""S";145;VFR Diurna;10/28;1300;25;5000Kg / ,5 MPa;Cascalho;30/05/2022;PA2013-2591;https://pergamum.anac.gov.br/arquivos/PA2013-2591
SWAG;TO0041;Agrícola Rio Galhão;MATEIROS;Tocantins;"046°04'37,0""O";"10°25'28,9""S";778;VFR Diurna;8/26;1275;23;5700Kg / ,5 MPa;Cascalho;28/09/2022;PA2012-1948;https://pergamum.anac.gov.br/arquivos/PA2012-1948
SNQW;PA0102;Cururu;JACAREACANGA;Pará;"057°44'32,0""O";"07°33'52,0""S";138;VFR Diurna;12/30;985;25;12/F/B/Y/U;Piçarra;02/04/2025;PA2015-0209;https://pergamum.anac.gov.br/arquivos/PA2015-0209
SIGL;SP1271;Fazenda Dumont - Chiquinho Ribeiro;BRAGANÇA PAULISTA;São Paulo;"046°38'48,0""O";"23°00'24,0""S";805;VFR Diurna;8/26;600;18;5600Kg / ,25 MPa;Grama;18/08/2030;PA2020-1820;https://pergamum.anac.gov.br/arquivos/PA2020-1820
SNCL;BA0131;Lorenzo;CAIRU;Bahia;"038°54'36""O";"13°23'22,0""S";1;VFR Diurna;4/22;799;18;5700Kg / ,5 MPa;Asfalto;14/12/2022;PA2012-2715;https://pergamum.anac.gov.br/arquivos/PA2012-2715
SIFV;ES0008;Primo Bitti;ARACRUZ;Espírito Santo;"040°06'02,9""O";"19°49'35,0""S";26;VFR Noturna;7/25;1600;30;29/F/B/X/T;Asfalto;24/04/2024;PA2014-0989;https://pergamum.anac.gov.br/arquivos/PA2014-0989
SSBB;MG0177;Fazenda Balada;JOÃO PINHEIRO;Minas Gerais;"045°57'00,0""O";"17°22'34,0""S";550;VFR Noturna;4/22;1100;25;9/F/B/X/T;Asfalto;06/07/2026;PA2018-1076;https://pergamum.anac.gov.br/arquivos/PA2018-1076
SSKD;GO0106;Fazenda Cristal 2;NOVA CRIXÁS;Goiás;"050°27'09,7""O";"14°20'28,7""S";298;VFR Diurna;11/29;1026;23;6/F/C/Z/U;Asfalto;21/09/2022;PA2012-1878;https://pergamum.anac.gov.br/arquivos/PA2012-1878
SWQT;MT0383;Fazenda São Nicolau;COTRIGUAÇU;Mato Grosso;"058°13'51,0""O";"09°51'45,0""S";221;VFR Diurna;1/19;930;20;8/F/C/Y/U;Piçarra;16/10/2022;PA2018-0569;https://pergamum.anac.gov.br/arquivos/PA2018-0569
SWYX;MT0441;Horizonte Azul;GAÚCHA DO NORTE;Mato Grosso;"053°16'32,0""O";"13°10'56,0""S";390;VFR Diurna;1/19;1300;30;5700Kg / ,5 MPa;Cascalho;;;
SNMS;AP0013;Acácio Favacho;PRACUÚBA;Amapá;"050°46'15,0""O";"01°33'38,0""N";11;VFR Diurna;18/36;1000;18;3000Kg / ,5 MPa;Cascalho;31/08/2020;PA2020-1930;https://pergamum.anac.gov.br/arquivos/PA2020-1930
SDJQ;SP0115;Fazenda São Joaquim O.B.;PEREIRA BARRETO;São Paulo;"051°00'28,6""O";"20°49'42,2""S";367;VFR Diurna;5/23;1400;23;10/F/A/X/T;Asfalto;08/08/2021;PA2013-1646;https://pergamum.anac.gov.br/arquivos/PA2013-1646
SJBC;PA0066;Fazenda União;CUMARU DO NORTE;Pará;"051°12'54""O";"08°59'24,0""S";335;VFR Diurna;17/35;1150;20;5000Kg / ,5 MPa;Grama;12/07/2021;PA2016-0981;https://pergamum.anac.gov.br/arquivos/PA2016-0981
SDPR;MT0052;Fazenda Turazzi;PONTES E LACERDA;Mato Grosso;"059°18'37,0""O";"15°09'20,0""S";301;VFR Diurna;11/29;700;18;8/F/B/Y/U;Asfalto;22/08/2023;PA2013-2131;https://pergamum.anac.gov.br/arquivos/PA2013-2131
SSCX;RS0093;Fazenda Coxilha;COXILHA;Rio Grande do Sul;"052°19'00,0""O";"28°07'00,0""S";650;VFR Diurna;17/35;1000;30;3000Kg / ,5 MPa;Terra;06/05/2025;PA2015-1056;https://pergamum.anac.gov.br/arquivos/PA2015-1056
SWTR;AM0054;Taraquá;SÃO GABRIEL DA CACHOEIRA;Amazonas;"068°32'44,0""O";"00°07'29,0""N";75;VFR Diurna;2/20;1000;30;7/F/C/X/T;Terra;10/06/2025;PA2015-1375;https://pergamum.anac.gov.br/arquivos/PA2015-1375
SWMN;TO0049;Santa Mônica;NATIVIDADE;Tocantins;"047°43'19,0""O";"12°03'56,0""S";372;VFR Diurna;12/30;1190;30;5670Kg / ,5 MPa;Cascalho;28/09/2022;PA2012-1964;https://pergamum.anac.gov.br/arquivos/PA2012-1964
SWSQ;AM0053;São Joaquim;;;"069°23'02,0""O";"01°43'59,0""N";165;VFR Diurna;10/28;1200;30;2500Kg / ,5 MPa;Asfalto;20/08/2025;PA2015-1266;https://pergamum.anac.gov.br/arquivos/PA2015-1266
SWYQ;PA0152;Fazenda Brusque;SÃO FÉLIX DO XINGU;Pará;"051°45'05,6""O";"09°17'04,1""S";300;VFR Diurna;3/21;1391;20;5700Kg / ,5 MPa;Cascalho;21/09/2022;PA2012-1868;https://pergamum.anac.gov.br/arquivos/PA2012-1868
SIXZ;MT0152;COLNIZA;COLNIZA;Mato Grosso;"059°11'57,0""O";"09°26'47,0""S";160;VFR Diurna;3/21;1200;22;5700Kg / ,5 MPa;Cascalho;02/12/2025;PA2015-3187;https://pergamum.anac.gov.br/arquivos/PA2015-3187
SNJU;MT0256;Nossa Senhora Da Penha;SÃO JOSÉ DO XINGU;Mato Grosso;"052°44'49,0""O";"10°48'55,0""S";347;VFR Diurna;3/21;1200;20;5700Kg / ,5 MPa;Cascalho;05/09/2027;PA2017-2662;https://pergamum.anac.gov.br/arquivos/PA2017-2662
SJCS;RO0016;Fazenda Santa Carmem;PORTO VELHO;Rondônia;"065°08'40,0""O";"09°43'11,0""S";122;VFR Diurna;8/26;750;20;5700Kg / ,5 MPa;Cascalho;04/07/2028;PA2018-1967;https://pergamum.anac.gov.br/arquivos/PA2018-1967
SNIK;MT0254;Kapoto;PEIXOTO DE AZEVEDO;Mato Grosso;"053°14'54,0""O";"09°45'48,0""S";336;VFR Diurna;18/36;800;18;5700Kg / ,5 MPa;Terra;12/04/2027;PA2017-1217;https://pergamum.anac.gov.br/arquivos/PA2017-1217
SSCW;MT0282;Fazenda Centro Oeste;NOVA MARINGÁ;Mato Grosso;"057°09'04,0""O";"13°24'20,0""S";388;VFR Diurna;15/33;700;18;5700Kg / ,5 MPa;Cascalho;16/04/2028;PA2018-1094;https://pergamum.anac.gov.br/arquivos/PA2018-1094
SJSC;RS0129;Fazenda San Cyro;SERTÃO;Rio Grande do Sul;"052°30'28,0""O";"27°57'17,0""S";649;VFR Diurna;3/21;700;18;5700Kg / ,5 MPa;Grama;12/02/2030;PA2019-137;https://pergamum.anac.gov.br/arquivos/PA2019-137
SWCJ;PI0042;Fazenda Campo Alegre;PALMEIRA DO PIAUÍ;Piauí;"044°14'54,0""O";"08°35'28,0""S";550;VFR Diurna;9/27;1100;20;3600Kg / ,5 MPa;Cascalho;01/03/2027;PA2017-0575;https://pergamum.anac.gov.br/arquivos/PA2017-0575
SSEG;PR0073;Sementes Guerra;RENASCENÇA;Paraná;"052°56'14,0""O";"26°17'24,0""S";773;VFR Diurna;17/35;890;17;5600Kg / ,5 MPa;Terra;10/09/2028;PA2018-2725;https://pergamum.anac.gov.br/arquivos/PA2018-2725
SNOH;MT0501;Fazenda Tundavala;BARRA DO GARÇAS;Mato Grosso;"052°02'10,0""O";"14°51'25,6""S";266;VFR Diurna;2/20;1000;23;5000Kg / ,5 MPa;Terra;02/05/2029;PA2019-1239;https://pergamum.anac.gov.br/arquivos/PA2019-1239
SSMB;RJ0187;Fazenda Oriente;VALENÇA;Rio de Janeiro;"043°37'30,2""O";"22°17'11,4""S";572;VFR Diurna;13/31;550;18;5000Kg / ,5 MPa;Terra;26/07/2029;PA2019-2184;https://pergamum.anac.gov.br/arquivos/PA2019-2184
SIOK;MG0106;Fazenda Cachoeirinha;PERDIZES;Minas Gerais;"047°07'43,2""O";"19°21'31,6""S";923;VFR Diurna;8/26;900;30;3600Kg / ,5 MPa;Cascalho;11/11/2025;PA2015-2898;https://pergamum.anac.gov.br/arquivos/PA2015-2898
SNTG;BA0143;Gercino Coelho;FORMOSA DO RIO PRETO;Bahia;"045°14'16,0""O";"11°16'31,0""S";798;VFR Diurna;6/24;1501;20;15/F/A/Y/T;Asfalto;05/09/2027;PA2017-2964;https://pergamum.anac.gov.br/arquivos/PA2017-2964
SINV;GO0053;Fazenda Nova Baús;MINEIROS;Goiás;"053°05'55,0""O";"18°11'17,0""S";854;VFR Diurna;10/28;900;18;8/F/B/Y/U;Asfalto;13/09/2026;PA2016-2425;https://pergamum.anac.gov.br/arquivos/PA2016-2425
SNVL;PA0161;Nova Vida;SANTANA DO ARAGUAIA;Pará;"050°49'55,1""O";"09°30'43,2""S";225;IFR Noturna;12/30;900;18;4000Kg / ,5 MPa;Cascalho;;;
SWUN;MS0397;Fazenda União;INOCÊNCIA;Mato Grosso do Sul;"052°03'39,0""O";"19°17'33,0""S";536;VFR Diurna;13/31;600;18;5000Kg / ,5 MPa;Terra;13/06/2023;PA2013-1505;https://pergamum.anac.gov.br/arquivos/PA2013-1505
SJTN;RO0019;Fazenda Triunfo;CANDEIAS DO JAMARI;Rondônia;"063°40'39""O";"09°10'35,0""S";96;VFR Diurna;1/19;1300;18;5700Kg / ,5 MPa;Cascalho;23/04/2025;PA2015-0963;https://pergamum.anac.gov.br/arquivos/PA2015-0963
SDBV;SP0081;Balneário São Januário;ILHA COMPRIDA;São Paulo;"047°45'30,0""O";"24°52'15,0""S";8;VFR Diurna;16/34;600;18;5000Kg / ,5 MPa;Grama;09/05/2024;PA2014-1086;https://pergamum.anac.gov.br/arquivos/PA2014-1086
SNWE;PB0016;Clube Estância Ouro Verde ;SANTA RITA;Paraíba;"034°54'46,0""O";"07°02'47,0""S";76;VFR Diurna;16/34;953;18;5670Kg / ,5 MPa;Asfalto;05/09/2027;PA2017-2995;https://pergamum.anac.gov.br/arquivos/PA2017-2995
SWNF;TO0056;Franciscus;DIVINÓPOLIS DO TOCANTINS;Tocantins;"049°37'45,0""O";"09°29'59,0""S";201;VFR Diurna;10/28;1000;20;5700Kg / ,5 MPa;Terra;12/02/2030;PA2020-0277;https://pergamum.anac.gov.br/arquivos/PA2020-0277
SSWP;MG0309;Palmares;DELFINÓPOLIS;Minas Gerais;"046°56'43,0""O";"20°16'56,0""S";725;VFR Diurna;18/36;800;18;5400Kg / ,5 MPa;Terra;29/05/2029;PA2019-1487;https://pergamum.anac.gov.br/arquivos/PA2019-1487
SNCF;MG0139;Fazenda Colonial ;VERDELÂNDIA;Minas Gerais;"043°24'09,0""O";"15°27'02,0""S";494;VFR Diurna;12/30;1150;20;5400Kg / ,5 MPa;Cascalho;30/12/2026;PA2016-3617;https://pergamum.anac.gov.br/arquivos/PA2016-3617
SDYG;BA0254;Fazenda Rosa do Deserto;UBAÍRA;Bahia;"039°45'35,9""O";"13°14'21,9""S";430;VFR Diurna;12/30;700;18;5700Kg / ,5 MPa;Piçarra;11/12/2028;PA2018-3796;https://pergamum.anac.gov.br/arquivos/PA2018-3796
SWRE;MT0387;Fazenda Renovo;ALTO GARÇAS;Mato Grosso;"053°31'37,0""O";"16°46'14,0""S";740;VFR Diurna;6/24;1200;18;5700Kg / ,5 MPa;Cascalho;08/06/2026;PA2016-1393;https://pergamum.anac.gov.br/arquivos/PA2016-1393
SISL;MT0129;Fazenda Santa Lúcia;BARÃO DE MELGAÇO;Mato Grosso;"055°54'22,5""O";"16°53'39,8""S";137;VFR Diurna;7/25;800;30;3000Kg / ,5 MPa;Grama;08/02/2022;PA2015-2673;https://pergamum.anac.gov.br/arquivos/PA2015-2673
SJVN;MT0491;Fazenda Pindorama;CAMPO NOVO DO PARECIS;Mato Grosso;"057°48'07,0""O";"13°41'09,0""S";568;VFR Diurna;17/35;1000;23;5700Kg / ,5 MPa;Terra;11/04/2029;PA2019-1037;https://pergamum.anac.gov.br/arquivos/PA2019-1037
SIHA;RS0061;Agropecuária São Bernardo;SÃO MIGUEL DAS MISSÕES;Rio Grande do Sul;"054°22'57""O";"28°49'06,0""S";326;VFR Diurna;3/21;820;20;5000Kg / ,5 MPa;Grama;20/07/2028;PA2018-2200;https://pergamum.anac.gov.br/arquivos/PA2018-2200
SNJE;MA0105;Fazenda Fresadora;GONÇALVES DIAS;Maranhão;"044°02'49,0""O";"05°02'43,0""S";152;VFR Diurna;9/27;1000;30;5700Kg / ,5 MPa;Cascalho;27/08/2029;PA2019-2624;https://pergamum.anac.gov.br/arquivos/PA2019-2624
SWYS;MG0302;Usina Cerradão;FRUTAL;Minas Gerais;"049°07'22,0""O";"19°55'47,6""S";520;VFR Diurna;5/23;1100;30;5700Kg / ,5 MPa;Terra;16/04/2029;PA2019-1101;https://pergamum.anac.gov.br/arquivos/PA2019-1101
SNEA;RS0082;Estância Primavera;ALEGRETE;Rio Grande do Sul;"055°26'08,0""O";"30°03'29,0""S";147;VFR Diurna;5/23;575;20;5000Kg / ,5 MPa;Grama;05/09/2028;PA2018-2629;https://pergamum.anac.gov.br/arquivos/PA2018-2629
SJZO;MS0199;Zi Viol;CAMPO GRANDE;Mato Grosso do Sul;"054°04'14,0""O";"20°58'18,0""S";503;VFR Diurna;11/29;700;18;5600Kg / ,5 MPa;Terra;05/09/2028;PA2018-2640;https://pergamum.anac.gov.br/arquivos/PA2018-2640
SSSM;AM0091;Matheus Lopes Maia da Silva;ITAMARATI;Amazonas;"068°15'27""O";"06°24'56,0""S";119;VFR Diurna;16/34;1200;20;13/R/C/X/U;Concreto;28/08/2029;PA2019-2524;https://pergamum.anac.gov.br/arquivos/PA2019-2524
SICW;GO0046;Fazenda Santa Fé;CAMPO ALEGRE DE GOIÁS;Goiás;"047°49'31,0""O";"17°27'18,0""S";966;VFR Diurna;3/21;650;18;5000Kg / ,5 MPa;Terra;10/04/2024;PA2015-2264;https://pergamum.anac.gov.br/arquivos/PA2015-2264
SJQQ;PA0075;Fazenda Terra Alta;PORTEL;Pará;"050°59'34,0""O";"02°51'54,0""S";20;VFR Diurna;6/24;840;18;3000Kg / ,5 MPa;Terra;11/07/2022;PA2016-2428;https://pergamum.anac.gov.br/arquivos/PA2016-2428
SDCB;DF0021;Centro Brasileiro de Aviação Agrícola Experimental e Recreativo (CBAAER);BRASÍLIA;Distrito Federal;"047°42'10,2""O";"15°46'24,0""S";959;VFR Diurna;3/21;600;18;6/F/B/Z/U;Asfalto;01/02/2029;PA2019-0234;https://pergamum.anac.gov.br/arquivos/PA2019-0234
SIDZ;BA0085;Fazenda Santa Fé;CRISTÓPOLIS;Bahia;"044°02'21,0""O";"12°13'30,0""S";785;VFR Diurna;12/30;1200;23;5700Kg / ,5 MPa;Cascalho;19/07/2027;PA2017-2163;https://pergamum.anac.gov.br/arquivos/PA2017-2163
SJOR;BA0119;Fazenda Onça do Barão;COCOS;Bahia;"045°11'58,0""O";"14°12'45,0""S";774;VFR Diurna;10/28;1100;18;5400Kg / ,5 MPa;Terra;04/07/2028;PA2018-1952;https://pergamum.anac.gov.br/arquivos/PA2018-1952
SIJW;MS0093;Fazenda Retimar;IGUATEMI;Mato Grosso do Sul;"054°49'05,0""O";"23°30'26,0""S";341;VFR Diurna;18/36;760;18;5700Kg / ,5 MPa;Grama;19/07/2027;PA2017-2165;https://pergamum.anac.gov.br/arquivos/PA2017-2165
SIKS;MT0649;Fazenda Vale do Juruena;NOVA BANDEIRANTES;Mato Grosso;"058°13'44,0""O";"09°24'09,0""S";211;VFR Diurna;1/19;800;20;5700Kg / ,5 MPa;Grama;12/02/2030;PA2020-0269;https://pergamum.anac.gov.br/arquivos/PA2020-0269
